0.0013017599 0.0012500007 2.679013E-9 
0.0013518315 0.0012999997 2.6865383E-9 
0.0014519691 0.0013999995 2.7008458E-9 
0.0015521105 0.0014999993 2.7155795E-9 
0.0017023105 0.00165 2.7363911E-9 
0.0018525086 0.0018000007 2.7570866E-9 
0.0021028519 0.0020500012 2.793196E-9 
0.0024032593 0.0023499988 2.8366782E-9 
0.00295401 0.0029000007 2.917E-9 
0.004405968 0.004349999 3.1325023E-9 
0.034096245 0.033999998 9.263408E-9 
0.0019025803 0.0018500015 2.7645246E-9 
0.0021028593 0.0020499974 2.7943772E-9 
0.0024533197 0.0024000034 2.8426337E-9 
0.0030541345 0.0029999986 2.9306977E-9 
0.0051069334 0.0050500035 3.241012E-9 
0.034046173 0.033949994 9.250505E-9 
0.0019025952 0.001850009 2.7653082E-9 
0.0021028072 0.0020499974 2.788866E-9 
0.0024534017 0.002399996 2.8521754E-9 
0.0030540973 0.003000006 2.9258596E-9 
0.005106896 0.0050499886 3.2384675E-9 
0.034046203 0.03395 9.254805E-9 
0.0019025952 0.001850009 2.7653082E-9 
0.0021028072 0.0020499974 2.788866E-9 
0.0024533868 0.002399996 2.850584E-9 
0.0030541122 0.003000006 2.9274718E-9 
0.005106896 0.0050500035 3.2367717E-9 
0.034046203 0.03395 9.254805E-9 
0.0019025952 0.0018499941 2.7668756E-9 
0.0021028072 0.0020499974 2.788866E-9 
0.0024533868 0.002399996 2.850584E-9 
0.0030541122 0.003000006 2.9274718E-9 
0.005106896 0.0050500035 3.2367717E-9 
0.034046203 0.03395 9.254805E-9 
0.0019026101 0.001850009 2.7668756E-9 
0.0021027923 0.0020499825 2.788866E-9 
0.0024533868 0.0024000108 2.848993E-9 
0.0030541122 0.0029999912 2.9290845E-9 
0.005106896 0.0050500035 3.2367717E-9 
0.034046203 0.03395 9.254805E-9 
0.0019025803 0.001850009 2.7637412E-9 
0.002102822 0.0020499825 2.7920146E-9 
0.0024533868 0.0024000108 2.848993E-9 
0.0030541122 0.0029999912 2.9290845E-9 
0.005106896 0.0050500035 3.2367717E-9 
0.034046203 0.03395 9.254805E-9 
0.0019025803 0.001850009 2.7637412E-9 
0.002102822 0.0020499825 2.7920146E-9 
0.0024533868 0.0024000108 2.848993E-9 
0.0030541122 0.0029999912 2.9290845E-9 
0.005106896 0.0050500035 3.2367717E-9 
0.034046203 0.03395 9.254805E-9 
0.0019025803 0.001850009 2.7637412E-9 
0.002102822 0.0020499825 2.7920146E-9 
0.0024533868 0.0024000108 2.848993E-9 
0.0030541122 0.0029999912 2.9290845E-9 
0.005106896 0.0050500035 3.2367717E-9 
0.034046203 0.03395 9.254805E-9 
0.0019025803 0.001850009 2.7637412E-9 
0.002102822 0.0020499825 2.7920146E-9 
0.0024533868 0.0024000108 2.848993E-9 
0.0030541122 0.0029999912 2.9290845E-9 
0.005106896 0.0050500035 3.2367717E-9 
PRD ISI: Infinity
