LEMS_SimulationTime ISIM_SimulationTime ERROR_SimulationTime LEMS_neuron_model_spike ISIM_neuron_model_spike ERROR_neuron_model_spike LEMS_neuron_model_stateCURRENT_voltage_v ISIM_neuron_model_stateCURRENT_voltage_v ERROR_neuron_model_stateCURRENT_voltage_v LEMS_neuron_model_stateCURRENT_none_U ISIM_neuron_model_stateCURRENT_none_U ERROR_neuron_model_stateCURRENT_none_U LEMS_neuron_model_stateCURRENT_none_i1_I ISIM_neuron_model_stateCURRENT_none_i1_I ERROR_neuron_model_stateCURRENT_none_i1_I  
0.13115 0.1313281 3.171914E-8 0.0 0.0 0.0 4.904662E-4 -0.04313207 0.0019029259 0.20996551 0.3347168 0.015562883 15.0 15.0 0.0 
0.1312 0.1313782 3.1756304E-8 0.0 0.0 0.0 0.008353066 -0.04246068 0.0025820367 0.20985365 0.3256836 0.013416576 15.0 15.0 0.0 
0.13125 0.1314282 3.1756304E-8 0.0 0.0 0.0 0.018320387 -0.04173589 0.0036067565 0.2113144 0.3168945 0.011147159 15.0 15.0 0.0 
0.1313 0.1314783 3.178818E-8 1.0 0.0 1.0 -0.05 -0.04095149 8.1875536E-5 2.2147672 0.3082275 3.6348937 15.0 15.0 0.0 
0.13135 0.1315284 3.18307E-8 0.0 0.0 0.0 -0.04986074 -0.0401001 9.527003E-5 2.2025523 0.2996826 3.620913 15.0 15.0 0.0 
0.1314 0.1315784 3.1825383E-8 0.0 0.0 0.0 -0.049713865 -0.03917336 1.1110222E-4 2.1903777 0.2913818 3.6061854 15.0 15.0 0.0 
0.13145 0.1316285 3.1862612E-8 0.0 0.0 0.0 -0.04955891 -0.03816128 1.2990597E-4 2.1782446 0.2832031 3.5911822 15.0 15.0 0.0 
0.1315 0.1316786 3.1894537E-8 0.0 0.0 0.0 -0.049395382 -0.03705215 1.5235537E-4 2.1661546 0.2752686 3.5754502 15.0 15.0 0.0 
0.13155 0.1317286 3.189986E-8 0.0 0.0 0.0 -0.049222726 -0.03583217 1.7930698E-4 2.1541092 0.2675781 3.5589995 15.0 15.0 0.0 
0.1316 0.1317787 3.1931805E-8 0.0 0.0 0.0 -0.04904036 -0.03448439 2.1187622E-4 2.1421106 0.2601318 3.5418441 15.0 15.0 0.0 
0.13165 0.1318288 3.1969094E-8 0.0 0.0 0.0 -0.04884764 -0.03298879 2.5150317E-4 2.1301606 0.2529297 3.5239959 15.0 15.0 0.0 
0.1317 0.1318789 3.2006405E-8 0.0 0.0 0.0 -0.048643876 -0.03132033 3.0010525E-4 2.1182609 0.2460938 3.5050097 15.0 15.0 0.0 
0.13175 0.1319289 3.2006405E-8 0.0 0.0 0.0 -0.048428304 -0.02944875 3.602235E-4 2.1064138 0.239624 3.4849043 15.0 15.0 0.0 
0.1318 0.131979 3.204374E-8 0.0 0.0 0.0 -0.0482001 -0.02733612 4.3530567E-4 2.0946217 0.2335205 3.4636974 15.0 15.0 0.0 
0.13185 0.1320291 3.2075757E-8 0.0 0.0 0.0 -0.04795836 -0.02493453 5.300967E-4 2.082887 0.2277832 3.4414098 15.0 15.0 0.0 
0.1319 0.1320791 3.2075757E-8 0.0 0.0 0.0 -0.04770208 -0.02218294 6.512266E-4 2.0712125 0.2225342 3.4176116 15.0 15.0 0.0 
0.13195 0.1321292 3.2113128E-8 0.0 0.0 0.0 -0.047430187 -0.01900196 8.0816407E-4 2.0596008 0.2178955 3.3918786 15.0 15.0 0.0 
0.132 0.1321793 3.2150524E-8 0.0 0.0 0.0 -0.04714147 -0.01528668 0.0010147276 2.0480552 0.2138672 3.3642457 15.0 15.0 0.0 
0.13205 0.1322293 3.2150524E-8 0.0 0.0 0.0 -0.046834603 -0.01089621 0.0012915682 2.036579 0.2105713 3.3343039 15.0 15.0 0.0 
0.1321 0.1322794 3.2182594E-8 0.0 0.0 0.0 -0.046508122 -0.005636692 0.0016704738 2.0251753 0.2081299 3.301654 15.0 15.0 0.0 
0.13215 0.1323295 3.222003E-8 0.0 0.0 0.0 -0.0461604 7.653236E-4 0.0022020235 2.0138485 0.2067871 3.265471 15.0 15.0 0.0 
0.1322 0.1323795 3.222003E-8 0.0 0.0 0.0 -0.04578963 0.008707762 0.0029699656 2.0026026 0.2067871 3.2249532 15.0 15.0 0.0 
0.13225 0.1324296 3.225749E-8 0.0 0.0 0.0 -0.045393784 0.01878905 0.0041194363 1.9914421 0.208374 3.1793318 15.0 15.0 0.0 
0.1323 0.1324797 3.2289613E-8 0.0 0.0 0.0 -0.044970613 0.03194928 0.005916671 1.9803718 0.2119141 3.1274428 15.0 15.0 0.0 
0.13235 0.1325297 3.2294967E-8 0.0 1.0 1.0 -0.044517573 -0.04999638 3.0017323E-5 1.9693974 2.211914 0.05881432 15.0 15.0 0.0 
0.1324 0.1325798 3.2327108E-8 0.0 0.0 0.0 -0.044031806 -0.04985714 3.393451E-5 1.9585245 2.199707 0.05816903 15.0 15.0 0.0 
0.13245 0.1326299 3.236463E-8 0.0 0.0 0.0 -0.043510083 -0.04971027 3.844232E-5 1.9477596 2.1875 0.057475448 15.0 15.0 0.0 
0.1325 0.1326799 3.236463E-8 0.0 0.0 0.0 -0.042948738 -0.0495553 4.3646687E-5 1.9371098 2.175293 0.05673121 15.0 15.0 0.0 
0.13255 0.13273 3.240217E-8 0.0 0.0 0.0 -0.04234359 -0.04939175 4.9676557E-5 1.9265829 2.163208 0.055991426 15.0 15.0 0.0 
0.1326 0.1327801 3.2439733E-8 0.0 0.0 0.0 -0.041689858 -0.04921913 5.668996E-5 1.9161876 2.151123 0.055194642 15.0 15.0 0.0 
0.13265 0.1328301 3.2434365E-8 0.0 0.0 0.0 -0.04098204 -0.04903674 6.4878186E-5 1.9059335 2.13916 0.05439456 15.0 15.0 0.0 
0.1327 0.1328802 3.247195E-8 0.0 0.0 0.0 -0.040213794 -0.04884386 7.4478055E-5 1.8958311 2.127197 0.05353019 15.0 15.0 0.0 
0.13275 0.1329303 3.250418E-8 0.0 0.0 0.0 -0.039377734 -0.04864001 8.578974E-5 1.8858925 2.115234 0.05259747 15.0 15.0 0.0 
0.1328 0.1329803 3.250955E-8 0.0 0.0 0.0 -0.03846525 -0.04842424 9.918148E-5 1.8761312 2.103394 0.051648404 15.0 15.0 0.0 
0.13285 0.1330304 3.25418E-8 0.0 0.0 0.0 -0.03746622 -0.04819584 1.1512471E-4 1.8665619 2.091553 0.050620988 15.0 15.0 0.0 
0.1329 0.1330805 3.2579443E-8 0.0 0.0 0.0 -0.036368668 -0.04795384 1.3421621E-4 1.8572022 2.079834 0.049564924 15.0 15.0 0.0 
0.13295 0.1331306 3.261711E-8 0.0 0.0 0.0 -0.035158336 -0.04769731 1.5722585E-4 1.8480712 2.068115 0.048419263 15.0 15.0 0.0 
0.133 0.1331806 3.261711E-8 0.0 0.0 0.0 -0.033818103 -0.04742527 1.8515499E-4 1.8391914 2.056519 0.047231283 15.0 15.0 0.0 
0.13305 0.1332307 3.2654796E-8 0.0 0.0 0.0 -0.03232726 -0.04713631 2.1930796E-4 1.8305887 2.044922 0.045938812 15.0 15.0 0.0 
0.1331 0.1332808 3.268712E-8 0.0 0.0 0.0 -0.030660503 -0.04682922 2.6142743E-4 1.8222926 2.033447 0.044586208 15.0 15.0 0.0 
0.13315 0.1333308 3.2692505E-8 0.0 0.0 0.0 -0.02878661 -0.04650235 3.1384747E-4 1.8143382 2.021973 0.043112163 15.0 15.0 0.0 
0.1332 0.1333809 3.2724845E-8 0.0 0.0 0.0 -0.026666643 -0.04615426 3.7976724E-4 1.8067665 2.01062 0.041556295 15.0 15.0 0.0 
0.13325 0.133431 3.2762596E-8 0.0 0.0 0.0 -0.024251422 -0.04578304 4.6361054E-4 1.7996265 1.99939 0.03990547 15.0 15.0 0.0 
0.1333 0.133481 3.27572E-8 0.0 0.0 0.0 -0.021477995 -0.04538655 5.7161896E-4 1.7929765 1.988159 0.038096186 15.0 15.0 0.0 
0.13335 0.1335311 3.279497E-8 0.0 0.0 0.0 -0.018264534 -0.04496264 7.127889E-4 1.786888 1.977051 0.036161974 15.0 15.0 0.0 
0.1334 0.1335812 3.283816E-8 0.0 0.0 0.0 -0.014502826 -0.04450893 9.003662E-4 1.7814481 1.966064 0.034083012 15.0 15.0 0.0 
0.13345 0.1336312 3.283276E-8 0.0 0.0 0.0 -0.010046941 -0.04402232 0.0011543265 1.7767662 1.9552 0.03183861 15.0 15.0 0.0 
0.1335 0.1336813 3.287057E-8 0.0 0.0 0.0 -0.004695633 -0.04349947 0.0015057379 1.77298 1.944458 0.029404717 15.0 15.0 0.0 
0.13355 0.1337314 3.2903E-8 0.0 0.0 0.0 0.0018359079 -0.04293704 0.002004617 1.770268 1.933838 0.02675516 15.0 15.0 0.0 
0.1336 0.1337814 3.2908403E-8 0.0 0.0 0.0 0.009963113 -0.0423305 0.002734622 1.7688649 1.92334 0.023862554 15.0 15.0 0.0 
0.13365 0.1338315 3.294085E-8 0.0 0.0 0.0 0.020313974 -0.04167533 0.0038426737 1.7690886 1.912964 0.02070012 15.0 15.0 0.0 
0.1337 0.1338816 3.2978726E-8 1.0 0.0 1.0 -0.05 -0.0409658 8.1616796E-5 3.7713823 1.90271 3.4919364 15.0 15.0 0.0 
0.13375 0.1339316 3.2978726E-8 0.0 0.0 0.0 -0.04993857 -0.04019547 9.492804E-5 3.7576108 1.892578 3.4783473 15.0 15.0 0.0 
0.1338 0.1339817 3.301662E-8 0.0 0.0 0.0 -0.04987337 -0.03935695 1.1059509E-4 3.7438655 1.882568 3.4644284 15.0 15.0 0.0 
0.13385 0.1340318 3.3054537E-8 0.0 0.0 0.0 -0.0498042 -0.03844166 1.2910727E-4 3.7301471 1.872803 3.4497273 15.0 15.0 0.0 
0.1339 0.1340818 3.304912E-8 0.0 0.0 0.0 -0.04973084 -0.03743935 1.5108075E-4 3.716456 1.863281 3.4342573 15.0 15.0 0.0 
0.13395 0.1341319 3.3087055E-8 0.0 0.0 0.0 -0.04965306 -0.03633809 1.7728843E-4 3.7027934 1.853882 3.4184735 15.0 15.0 0.0 
0.134 0.134182 3.3125012E-8 0.0 0.0 0.0 -0.049570613 -0.03512335 2.0872345E-4 3.68916 1.844727 3.4019334 15.0 15.0 0.0 
0.13405 0.134232 3.3125012E-8 0.0 0.0 0.0 -0.049483232 -0.03377795 2.4665592E-4 3.6755567 1.835815 3.3846495 15.0 15.0 0.0 
0.1341 0.1342821 3.3157566E-8 0.0 0.0 0.0 -0.049390636 -0.03228092 2.9274245E-4 3.6619844 1.827148 3.3666248 15.0 15.0 0.0 
0.13415 0.1343322 3.3195565E-8 0.0 0.0 0.0 -0.049292527 -0.03060675 3.4915825E-4 3.6484444 1.818848 3.347423 15.0 15.0 0.0 
0.1342 0.1343822 3.3195565E-8 0.0 0.0 0.0 -0.049188573 -0.02872372 4.1881017E-4 3.6349375 1.810913 3.3270657 15.0 15.0 0.0 
0.13425 0.1344323 3.3233583E-8 0.0 0.0 0.0 -0.049078435 -0.02659273 5.0560693E-4 3.6214647 1.803345 3.3055594 15.0 15.0 0.0 
0.1343 0.1344824 3.3271625E-8 0.0 0.0 0.0 -0.04896173 -0.02416396 6.1492936E-4 3.6080277 1.796265 3.282484 15.0 15.0 0.0 
0.13435 0.1345325 3.330425E-8 0.0 0.0 0.0 -0.04883806 -0.02137375 7.542883E-4 3.5946274 1.789673 3.2578604 15.0 15.0 0.0 
0.1344 0.1345825 3.330969E-8 0.0 0.0 0.0 -0.048706997 -0.01813912 9.343951E-4 3.581265 1.783569 3.231711 15.0 15.0 0.0 
0.13445 0.1346326 3.334233E-8 0.0 0.0 0.0 -0.048568066 -0.01435041 0.0011708479 3.5679424 1.778198 3.2031848 15.0 15.0 0.0 
0.1345 0.1346827 3.3380438E-8 0.0 0.0 0.0 -0.048420765 -0.009859562 0.0014869664 3.5546608 1.77356 3.17232 15.0 15.0 0.0 
0.13455 0.1347327 3.337499E-8 0.0 0.0 0.0 -0.04826455 -0.004462004 0.0019186629 3.5414221 1.769775 3.1387334 15.0 15.0 0.0 
0.1346 0.1347828 3.3418562E-8 0.0 0.0 0.0 -0.04809882 0.002132177 0.0025231533 3.5282278 1.76709 3.1016066 15.0 15.0 0.0 
0.13465 0.1348329 3.3451258E-8 0.0 0.0 0.0 -0.047922947 0.01034665 0.003395346 3.5150797 1.765747 3.0601652 15.0 15.0 0.0 
0.1347 0.1348829 3.3451258E-8 0.0 0.0 0.0 -0.04773622 0.02082276 0.0047003333 3.50198 1.765991 3.013658 15.0 15.0 0.0 
0.13475 0.134933 3.3489425E-8 0.0 0.0 0.0 -0.04753788 0.03457546 0.006742601 3.4889307 1.768433 2.9601123 15.0 15.0 0.0 
0.1348 0.1349831 3.3527613E-8 0.0 1.0 1.0 -0.047327098 -0.04999638 7.125068E-6 3.4759343 3.768433 0.08555556 15.0 15.0 0.0 
0.13485 0.1350331 3.3527613E-8 0.0 0.0 0.0 -0.047102958 -0.0499351 8.021021E-6 3.462993 3.754639 0.08505739 15.0 15.0 0.0 
0.1349 0.1350832 3.356036E-8 0.0 0.0 0.0 -0.04686447 -0.04987001 9.0332815E-6 3.4501092 3.740845 0.08452726 15.0 15.0 0.0 
0.13495 0.1351333 3.3598592E-8 0.0 0.0 0.0 -0.046610538 -0.04980087 1.01782125E-5 3.4372864 3.727051 0.08396355 15.0 15.0 0.0 
0.135 0.1351833 3.3598592E-8 0.0 0.0 0.0 -0.04633995 -0.04972768 1.14766935E-5 3.424527 3.713379 0.08343546 15.0 15.0 0.0 
0.13505 0.1352334 3.363684E-8 0.0 0.0 0.0 -0.046051383 -0.04964995 1.2949685E-5 3.4118345 3.699707 0.08287061 15.0 15.0 0.0 
0.1351 0.1352835 3.3669643E-8 0.0 0.0 0.0 -0.04574336 -0.0495677 1.4625563E-5 3.3992124 3.686035 0.08226718 15.0 15.0 0.0 
0.13515 0.1353335 3.3669643E-8 0.0 0.0 0.0 -0.04541425 -0.04948044 1.6533884E-5 3.3866644 3.672363 0.08162372 15.0 15.0 0.0 
0.1352 0.1353836 3.3713405E-8 0.0 0.0 0.0 -0.045062236 -0.04938793 1.871164E-5 3.3741949 3.658813 0.08100749 15.0 15.0 0.0 
0.13525 0.1354337 3.3746247E-8 0.0 0.0 0.0 -0.044685297 -0.04928994 2.1202757E-5 3.3618083 3.645264 0.08034708 15.0 15.0 0.0 
0.1353 0.1354837 3.3746247E-8 0.0 0.0 0.0 -0.04428116 -0.04918599 2.4057385E-5 3.3495095 3.631714 0.07963945 15.0 15.0 0.0 
0.13535 0.1355338 3.3779102E-8 0.0 0.0 0.0 -0.04384728 -0.04907584 2.7337805E-5 3.3373036 3.618164 0.078882575 15.0 15.0 0.0 
0.1354 0.1355839 3.3822936E-8 0.0 0.0 0.0 -0.0433808 -0.04895926 3.1119198E-5 3.325197 3.604736 0.078142114 15.0 15.0 0.0 
0.13545 0.1356339 3.3817457E-8 0.0 0.0 0.0 -0.04287847 -0.04883575 3.5489178E-5 3.3131955 3.591309 0.077347174 15.0 15.0 0.0 
0.1355 0.135684 3.385583E-8 0.0 0.0 0.0 -0.042336624 -0.04870486 4.0554412E-5 3.3013067 3.577881 0.07649338 15.0 15.0 0.0 
0.13555 0.1357341 3.388874E-8 0.0 0.0 0.0 -0.041751064 -0.0485661 4.64447E-5 3.2895381 3.564575 0.075645246 15.0 15.0 0.0 
0.1356 0.1357841 3.3894228E-8 0.0 0.0 0.0 -0.041117005 -0.04841876 5.331563E-5 3.2778983 3.55127 0.07473209 15.0 15.0 0.0 
0.13565 0.1358342 3.3932643E-8 0.0 0.0 0.0 -0.040428936 -0.0482626 6.1366285E-5 3.266397 3.537964 0.07374869 15.0 15.0 0.0 
0.1357 0.1358843 3.396559E-8 0.0 0.0 0.0 -0.039680492 -0.0480969 7.08359E-5 3.2550447 3.52478 0.072757155 15.0 15.0 0.0 
0.13575 0.1359344 3.400405E-8 0.0 0.0 0.0 -0.038864285 -0.04792094 8.2022976E-5 3.2438536 3.511597 0.0716865 15.0 15.0 0.0 
0.1358 0.1359844 3.400405E-8 0.0 0.0 0.0 -0.037971683 -0.04773426 9.530792E-5 3.232837 3.498413 0.070530675 15.0 15.0 0.0 
0.13585 0.1360345 3.404253E-8 0.0 0.0 0.0 -0.03699255 -0.0475359 1.1116223E-4 3.22201 3.485352 0.06934908 15.0 15.0 0.0 
0.1359 0.1360846 3.407553E-8 0.0 0.0 0.0 -0.03591489 -0.04732513 1.3019358E-4 3.2113893 3.47229 0.0680692 15.0 15.0 0.0 
0.13595 0.1361346 3.407553E-8 0.0 0.0 0.0 -0.03472442 -0.04710102 1.531802E-4 3.200995 3.459351 0.066747874 15.0 15.0 0.0 
0.136 0.1361847 3.4114052E-8 0.0 0.0 0.0 -0.033404008 -0.04686236 1.8112725E-4 3.190849 3.446411 0.06531185 15.0 15.0 0.0 
0.13605 0.1362348 3.4152592E-8 0.0 0.0 0.0 -0.031932894 -0.04660821 2.1536488E-4 3.1809773 3.433594 0.06381517 15.0 15.0 0.0 
0.1361 0.1362848 3.4152592E-8 0.0 0.0 0.0 -0.03028575 -0.04633737 2.5765452E-4 3.1714098 3.420776 0.062183425 15.0 15.0 0.0 
0.13615 0.1363349 3.4185646E-8 0.0 0.0 0.0 -0.028431304 -0.04604864 3.1037058E-4 3.1621811 3.408081 0.06046677 15.0 15.0 0.0 
0.1362 0.136385 3.422423E-8 0.0 0.0 0.0 -0.02633056 -0.04574037 3.767407E-4 3.1533327 3.395386 0.058589786 15.0 15.0 0.0 
0.13625 0.136435 3.422423E-8 0.0 0.0 0.0 -0.023934271 -0.04541087 4.6124437E-4 3.1449134 3.382813 0.056596193 15.0 15.0 0.0 
0.1363 0.1364851 3.4262833E-8 0.0 0.0 0.0 -0.021179385 -0.04505849 5.7021156E-4 3.1369815 3.370361 0.05446604 15.0 15.0 0.0 
0.13635 0.1365352 3.429594E-8 0.0 0.0 0.0 -0.017983949 -0.04468107 7.127362E-4 3.1296086 3.35791 0.05212148 15.0 15.0 0.0 
0.1364 0.1365852 3.430146E-8 0.0 0.0 0.0 -0.014239571 -0.04427648 9.0221583E-4 3.1228824 3.345581 0.049594704 15.0 15.0 0.0 
0.13645 0.1366353 3.4340108E-8 0.0 0.0 0.0 -0.0098000765 -0.04384208 0.0011588581 3.1169116 3.333374 0.04685596 15.0 15.0 0.0 
0.1365 0.1366854 3.437325E-8 0.0 0.0 0.0 -0.0044638584 -0.04337502 0.0015140784 3.1118345 3.321289 0.0438712 15.0 15.0 0.0 
0.13655 0.1367354 3.437325E-8 0.0 0.0 0.0 0.0020544373 -0.04287195 0.0020183802 3.10783 3.309326 0.04060059 15.0 15.0 0.0 
0.1366 0.1367855 3.441194E-8 0.0 0.0 0.0 0.010171097 -0.04232931 0.002756293 3.105133 3.297363 0.03695237 15.0 15.0 0.0 
0.13665 0.1368356 3.445065E-8 0.0 0.0 0.0 0.020515516 -0.0417428 0.0038760982 3.104062 3.285522 0.032927696 15.0 15.0 0.0 
0.1367 0.1368856 3.444512E-8 1.0 0.0 1.0 -0.05 -0.04110765 7.9073885E-5 5.105061 3.273804 3.3535025 15.0 15.0 0.0 
0.13675 0.1369357 3.4483847E-8 0.0 0.0 0.0 -0.050005253 -0.04041815 9.1912516E-5 5.0899563 3.262329 3.3402212 15.0 15.0 0.0 
0.1368 0.1369858 3.451706E-8 0.0 0.0 0.0 -0.050010014 -0.03966808 1.0695562E-4 5.0748653 3.250977 3.3265686 15.0 15.0 0.0 
0.13685 0.1370358 3.45226E-8 0.0 0.0 0.0 -0.050014257 -0.03885007 1.246391E-4 5.059788 3.239746 3.3125534 15.0 15.0 0.0 
0.1369 0.1370859 3.456137E-8 0.0 0.0 0.0 -0.05001796 -0.03795528 1.4550825E-4 5.0447254 3.22876 3.2977304 15.0 15.0 0.0 
0.13695 0.137136 3.459462E-8 0.0 0.0 0.0 -0.050021093 -0.03697348 1.7024021E-4 5.0296774 3.217896 3.2825518 15.0 15.0 0.0 
0.137 0.1371861 3.4633434E-8 0.0 0.0 0.0 -0.05002363 -0.03589272 1.9968259E-4 5.014643 3.207275 3.26658 15.0 15.0 0.0 
0.13705 0.1372361 3.4633434E-8 0.0 0.0 0.0 -0.05002554 -0.03469872 2.3491142E-4 4.9996243 3.196899 3.2498186 15.0 15.0 0.0 
0.1371 0.1372862 3.467227E-8 0.0 0.0 0.0 -0.0500268 -0.03337407 2.773134E-4 4.984619 3.186768 3.2322686 15.0 15.0 0.0 
0.13715 0.1373363 3.470557E-8 0.0 0.0 0.0 -0.05002737 -0.03189778 3.2868207E-4 4.9696293 3.17688 3.2139504 15.0 15.0 0.0 
0.1372 0.1373863 3.4711125E-8 0.0 0.0 0.0 -0.050027218 -0.03024435 3.9136183E-4 4.954654 3.167358 3.194428 15.0 15.0 0.0 
0.13725 0.1374364 3.474445E-8 0.0 0.0 0.0 -0.05002631 -0.0283823 4.6846314E-4 4.939694 3.158081 3.1741445 15.0 15.0 0.0 
0.1373 0.1374865 3.4783344E-8 0.0 0.0 0.0 -0.05002461 -0.0262723 5.641722E-4 4.9247494 3.14917 3.1526823 15.0 15.0 0.0 
0.13735 0.1375365 3.4783344E-8 0.0 0.0 0.0 -0.050022077 -0.02386475 6.8420573E-4 4.9098196 3.140747 3.1296177 15.0 15.0 0.0 
0.1374 0.1375866 3.48167E-8 0.0 0.0 0.0 -0.05001867 -0.02109575 8.365351E-4 4.894905 3.132813 3.1049685 15.0 15.0 0.0 
0.13745 0.1376367 3.4861202E-8 0.0 0.0 0.0 -0.050014347 -0.01788235 0.0010324651 4.880007 3.125488 3.078336 15.0 15.0 0.0 
0.1375 0.1376867 3.485564E-8 0.0 0.0 0.0 -0.050009064 -0.0141151 0.0012883767 4.8651237 3.118774 3.0497377 15.0 15.0 0.0 
0.13755 0.1377368 3.4894597E-8 0.0 0.0 0.0 -0.050002772 -0.009645939 0.001628674 4.850257 3.112793 3.018781 15.0 15.0 0.0 
0.1376 0.1377869 3.4928007E-8 0.0 0.0 0.0 -0.049995426 -0.004270315 0.0020907857 4.835406 3.107788 2.984663 15.0 15.0 0.0 
0.13765 0.1378369 3.4933578E-8 0.0 0.0 0.0 -0.049986966 0.002301455 0.002734079 4.8205714 3.10376 2.9474413 15.0 15.0 0.0 
0.1377 0.137887 3.496701E-8 0.0 0.0 0.0 -0.049977344 0.0104928 0.003656638 4.8057537 3.101074 2.905933 15.0 15.0 0.0 
0.13775 0.1379371 3.500603E-8 0.0 0.0 0.0 -0.049966495 0.02094483 0.005028416 4.790952 3.100098 2.8589883 15.0 15.0 0.0 
0.1378 0.1379871 3.5011606E-8 0.0 0.0 0.0 -0.049954366 0.03467155 0.0071615456 4.776168 3.101196 2.8055305 15.0 15.0 0.0 
0.13785 0.1380372 3.5045073E-8 0.0 1.0 1.0 -0.04994089 -0.04999638 3.0789402E-9 4.761401 5.101196 0.115460396 15.0 15.0 0.0 
0.1379 0.1380873 3.5084135E-8 0.0 0.0 0.0 -0.049925998 -0.05000186 5.7550142E-9 4.7466516 5.08606 0.11519806 15.0 15.0 0.0 
0.13795 0.1381373 3.5078553E-8 0.0 0.0 0.0 -0.049909618 -0.05000687 9.458035E-9 4.73192 5.070923 0.11492309 15.0 15.0 0.0 
0.138 0.1381874 3.5117637E-8 0.0 0.0 0.0 -0.04989168 -0.0500114 1.4332795E-8 4.7172055 5.055786 0.11463683 15.0 15.0 0.0 
0.13805 0.1382375 3.515674E-8 0.0 0.0 0.0 -0.0498721 -0.05001521 2.0480687E-8 4.7025104 5.040649 0.1143377 15.0 15.0 0.0 
0.1381 0.1382875 3.515674E-8 0.0 0.0 0.0 -0.0498508 -0.05001855 2.8140002E-8 4.6878333 5.025513 0.11402769 15.0 15.0 0.0 
0.13815 0.1383376 3.519028E-8 0.0 0.0 0.0 -0.049827684 -0.05002141 3.752987E-8 4.6731753 5.010498 0.113786615 15.0 15.0 0.0 
0.1382 0.1383877 3.5229423E-8 0.0 0.0 0.0 -0.04980267 -0.05002356 4.8792874E-8 4.6585364 4.995483 0.11353294 15.0 15.0 0.0 
0.13825 0.1384377 3.523502E-8 0.0 0.0 0.0 -0.049775653 -0.05002499 6.216914E-8 4.6439176 4.980469 0.11326703 15.0 15.0 0.0 
0.1383 0.1384878 3.526859E-8 0.0 0.0 0.0 -0.04974653 -0.0500257 7.7937706E-8 4.629318 4.965454 0.11298732 15.0 15.0 0.0 
0.13835 0.1385379 3.5307778E-8 0.0 0.0 0.0 -0.049715195 -0.0500257 9.64144E-8 4.61474 4.950439 0.112693876 15.0 15.0 0.0 
0.1384 0.138588 3.5341387E-8 0.0 0.0 0.0 -0.04968153 -0.05002499 1.1796518E-7 4.600182 4.935425 0.1123877 15.0 15.0 0.0 
0.13845 0.138638 3.534699E-8 0.0 0.0 0.0 -0.04964541 -0.05002356 1.4299779E-7 4.5856457 4.92041 0.11206726 15.0 15.0 0.0 
0.1385 0.1386881 3.5380616E-8 0.0 0.0 0.0 -0.04960671 -0.05002141 1.7197553E-7 4.5711308 4.905396 0.11173324 15.0 15.0 0.0 
0.13855 0.1387382 3.5419866E-8 0.0 0.0 0.0 -0.049565293 -0.05001831 2.0522499E-7 4.5566382 4.890503 0.11146563 15.0 15.0 0.0 
0.1386 0.1387882 3.541426E-8 0.0 0.0 0.0 -0.049521014 -0.05001426 2.4329267E-7 4.5421686 4.87561 0.11118307 15.0 15.0 0.0 
0.13865 0.1388383 3.545914E-8 0.0 0.0 0.0 -0.049473714 -0.05000925 2.867994E-7 4.5277224 4.860718 0.11088595 15.0 15.0 0.0 
0.1387 0.1388884 3.5498434E-8 0.0 0.0 0.0 -0.049423233 -0.05000329 3.364667E-7 4.5133 4.845825 0.110573046 15.0 15.0 0.0 
0.13875 0.1389384 3.549282E-8 0.0 0.0 0.0 -0.04936939 -0.04999638 3.9311485E-7 4.498902 4.830933 0.11024475 15.0 15.0 0.0 
0.1388 0.1389885 3.5532132E-8 0.0 0.0 0.0 -0.04931201 -0.04998827 4.5732676E-7 4.484529 4.81604 0.10989956 15.0 15.0 0.0 
0.13885 0.1390386 3.5565847E-8 0.0 0.0 0.0 -0.049250893 -0.04997897 5.3009785E-7 4.470182 4.801147 0.10953786 15.0 15.0 0.0 
0.1389 0.1390886 3.5571468E-8 0.0 0.0 0.0 -0.049185824 -0.04996848 6.1255264E-7 4.455862 4.786377 0.10924011 15.0 15.0 0.0 
0.13895 0.1391387 3.56052E-8 0.0 0.0 0.0 -0.04911658 -0.0499568 7.059644E-7 4.441569 4.771606 0.1089245 15.0 15.0 0.0 
0.139 0.1391888 3.5644575E-8 0.0 0.0 0.0 -0.04904293 -0.04994369 8.113691E-7 4.427304 4.756836 0.10859144 15.0 15.0 0.0 
0.13905 0.1392388 3.5644575E-8 0.0 0.0 0.0 -0.04896461 -0.04992914 9.3031775E-7 4.413068 4.742065 0.108239114 15.0 15.0 0.0 
0.1391 0.1392889 3.5683975E-8 0.0 0.0 0.0 -0.04888135 -0.04991317 1.0646596E-6 4.398862 4.727295 0.10786826 15.0 15.0 0.0 
0.13915 0.139339 3.5723392E-8 0.0 0.0 0.0 -0.048792854 -0.04989576 1.2164011E-6 4.384687 4.712524 0.10747709 15.0 15.0 0.0 
0.1392 0.139389 3.571776E-8 0.0 0.0 0.0 -0.04869882 -0.04987669 1.3873771E-6 4.3705435 4.697754 0.10706666 15.0 15.0 0.0 
0.13925 0.1394391 3.5762834E-8 0.0 0.0 0.0 -0.0485989 -0.04985595 1.5801767E-6 4.3564334 4.683105 0.10671434 15.0 15.0 0.0 
0.1393 0.1394892 3.5796656E-8 0.0 0.0 0.0 -0.04849274 -0.0498333 1.7971028E-6 4.342357 4.668457 0.10634112 15.0 15.0 0.0 
