0.02468348 0.02455 1.7816648E-8 
0.02598524 0.0258 3.431319E-8 
0.02733707 0.0271 5.6202197E-8 
0.02878904 0.0285 8.354394E-8 
0.03034115 0.03 1.16383944E-7 
0.03204346 0.03165 1.548119E-7 
0.03389597 0.03345 1.9888871E-7 
0.03599882 0.0355 2.488215E-7 
0.03840208 0.03785 3.0479296E-7 
0.04135609 0.04075 3.6734488E-7 
0.04576206 0.0451 4.383216E-7 
0.0798583 0.0791 5.750268E-7 
0.08176088 0.08095 6.575328E-7 
0.08386374 0.083 7.460568E-7 
0.08631706 0.0854 8.41003E-7 
0.0893712 0.0884 9.432257E-7 
0.09447813 0.09345 1.0570471E-6 
0.1285243 0.1274 1.2640674E-6 
0.1304269 0.12925 1.3850788E-6 
0.1325297 0.1313 1.5121706E-6 
0.1349831 0.1337 1.6463692E-6 
0.1380372 0.1367 1.7881049E-6 
0.1431441 0.14175 1.943537E-6 
0.1771903 0.1757 2.2210234E-6 
0.1790929 0.17755 2.3805283E-6 
0.1811957 0.1796 2.5462768E-6 
0.1836491 0.182 2.7195197E-6 
0.1867032 0.185 2.9008995E-6 
0.1918101 0.19005 3.0979356E-6 
0.2258563 0.224 3.4458394E-6 
0.2277589 0.22585 3.643893E-6 
0.2298617 0.2279 3.8482985E-6 
0.2323151 0.2303 4.0606237E-6 
0.2353692 0.2333 4.2816096E-6 
0.2404761 0.23835 4.5202914E-6 
0.2745223 0.2723 4.9386153E-6 
0.2764249 0.27415 5.175173E-6 
0.2785277 0.2762 5.4182356E-6 
0.2809811 0.2786 5.669572E-6 
0.2840352 0.2816 5.9302347E-6 
0.2891421 0.28665 6.2105623E-6 
0.3231883 0.3206 6.6993066E-6 
0.3250909 0.32245 6.9742114E-6 
0.3271937 0.3245 7.2560883E-6 
0.3296471 0.3269 7.5464964E-6 
0.3327012 0.3299 7.846776E-6 
0.3378081 0.33495 8.1687485E-6 
0.3718543 0.3689 8.727913E-6 
0.3737569 0.37075 9.0413005E-6 
0.3758597 0.3728 9.361856E-6 
0.3783131 0.3752 9.691335E-6 
0.3813672 0.3782 1.0031232E-5 
0.3864741 0.38325 1.03948505E-5 
0.4205203 0.4172 1.10244355E-5 
0.4224229 0.41905 1.1376305E-5 
0.4245257 0.4211 1.1735539E-5 
0.4269791 0.4235 1.210409E-5 
0.4300332 0.4265 1.2483603E-5 
0.4351401 0.43155 1.2888868E-5 
0.4691863 0.4655 1.3588873E-5 
0.4710889 0.46735 1.3979225E-5 
0.4731917 0.4694 1.43771385E-5 
0.4756451 0.4718 1.478476E-5 
0.4786992 0.4748 1.520389E-5 
0.4838061 0.47985 1.5650801E-5 
RMS: 0.0023215620046202604
