SimulationTime neuron_model_spike neuron_model_stateCURRENT_voltage_v neuron_model_stateCURRENT_none_spiking neuron_model_stateCURRENT_current_leak_i neuron_model_stateCURRENT_conductance_leak_passive_g neuron_model_stateCURRENT_current_naChans_i neuron_model_stateCURRENT_conductance_naChans_na_g neuron_model_stateCURRENT_none_naChans_na_m_q neuron_model_stateCURRENT_none_naChans_na_m_fcond neuron_model_stateCURRENT_per_time_naChans_na_m_reverseRatem1_r neuron_model_stateCURRENT_per_time_naChans_na_m_forwardRatem1_r neuron_model_stateCURRENT_none_naChans_na_h_q neuron_model_stateCURRENT_none_naChans_na_h_fcond neuron_model_stateCURRENT_per_time_naChans_na_h_reverseRateh1_r neuron_model_stateCURRENT_per_time_naChans_na_h_forwardRateh1_r neuron_model_stateCURRENT_current_kChans_i neuron_model_stateCURRENT_conductance_kChans_k_g neuron_model_stateCURRENT_none_kChans_k_n_q neuron_model_stateCURRENT_none_kChans_k_n_fcond neuron_model_stateCURRENT_per_time_kChans_k_n_reverseRaten1_r neuron_model_stateCURRENT_per_time_kChans_k_n_forwardRaten1_r neuron_model_stateCURRENT_conductance_synapsemodel_g neuron_model_stateCURRENT_current_synapsemodel_i 
0.000000e+00 0 -6.499839e-02 0.000000e+00 3.209999e-11 1.000000e-11 1.225686e-11 1.221245e-15 5.297852e-02 1.220703e-04 4.000000e+03 2.235000e+02 5.960693e-01 5.960693e-01 4.750000e+01 7.000000e+01 -4.398026e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.250000e+02 5.825000e+01 0.000000e+00 0.000000e+00 
5.006790e-05 0 -6.499648e-02 0.000000e+00 3.209499e-11 1.000000e-11 1.685296e-11 1.221245e-15 5.297852e-02 1.220703e-04 3.999500e+03 2.235000e+02 5.960693e-01 5.960693e-01 4.750000e+01 7.000000e+01 -4.379452e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.250000e+02 5.825000e+01 0.000000e+00 0.000000e+00 
1.001358e-04 0 -6.496978e-02 0.000000e+00 3.208922e-11 1.000000e-11 1.685263e-11 1.221245e-15 5.297852e-02 1.220703e-04 3.999000e+03 2.237500e+02 5.960693e-01 5.960693e-01 4.750000e+01 7.000000e+01 -4.380141e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.250000e+02 5.825000e+01 0.000000e+00 0.000000e+00 
1.502037e-04 0 -6.494331e-02 0.000000e+00 3.200917e-11 1.000000e-11 1.684874e-11 1.221245e-15 5.297852e-02 1.220703e-04 3.993250e+03 2.240000e+02 5.960693e-01 5.960693e-01 4.750000e+01 7.000000e+01 -4.389888e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.250000e+02 5.825000e+01 0.000000e+00 0.000000e+00 
2.002716e-04 0 -6.491780e-02 0.000000e+00 3.192968e-11 1.000000e-11 1.684486e-11 1.221245e-15 5.297852e-02 1.220703e-04 3.987250e+03 2.245000e+02 5.960693e-01 5.960693e-01 4.775000e+01 6.975000e+01 -4.399547e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.250000e+02 5.850000e+01 0.000000e+00 0.000000e+00 
2.503395e-04 0 -6.489325e-02 0.000000e+00 3.185319e-11 1.000000e-11 1.684108e-11 1.221245e-15 5.310059e-02 1.220703e-04 3.982000e+03 2.247500e+02 5.960693e-01 5.960693e-01 4.775000e+01 6.975000e+01 -4.408851e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.250000e+02 5.850000e+01 0.000000e+00 0.000000e+00 
3.004074e-04 0 -6.486940e-02 0.000000e+00 3.177958e-11 1.000000e-11 1.683753e-11 1.221245e-15 5.322266e-02 1.220703e-04 3.976000e+03 2.252500e+02 5.960693e-01 5.960693e-01 4.800000e+01 6.950000e+01 -4.417822e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.247500e+02 5.850000e+01 0.000000e+00 0.000000e+00 
3.504753e-04 0 -6.484652e-02 0.000000e+00 3.170797e-11 1.000000e-11 1.683409e-11 1.221245e-15 5.334473e-02 1.220703e-04 3.971250e+03 2.255000e+02 5.960693e-01 5.960693e-01 4.800000e+01 6.950000e+01 -4.426515e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.247500e+02 5.875000e+01 0.000000e+00 0.000000e+00 
4.005432e-04 0 -6.482434e-02 0.000000e+00 3.163936e-11 1.000000e-11 1.683065e-11 1.221245e-15 5.346680e-02 1.220703e-04 3.965750e+03 2.260000e+02 5.960693e-01 5.960693e-01 4.825000e+01 6.950000e+01 -4.434875e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.247500e+02 5.875000e+01 0.000000e+00 0.000000e+00 
4.506111e-04 0 -6.480312e-02 0.000000e+00 3.157286e-11 1.000000e-11 1.682743e-11 1.221245e-15 5.358887e-02 1.220703e-04 3.961000e+03 2.262500e+02 5.960693e-01 5.960693e-01 4.825000e+01 6.950000e+01 -4.442957e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.247500e+02 5.875000e+01 0.000000e+00 0.000000e+00 
5.006790e-04 0 -6.478262e-02 0.000000e+00 3.150913e-11 1.000000e-11 1.682432e-11 1.221245e-15 5.371094e-02 1.220703e-04 3.956000e+03 2.267500e+02 5.960693e-01 5.960693e-01 4.825000e+01 6.925000e+01 -4.450706e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.247500e+02 5.875000e+01 0.000000e+00 0.000000e+00 
5.507469e-04 0 -6.476283e-02 0.000000e+00 3.144762e-11 1.000000e-11 1.682132e-11 1.221245e-15 5.383301e-02 1.220703e-04 3.951750e+03 2.270000e+02 5.960693e-01 5.960693e-01 4.850000e+01 6.925000e+01 -4.458189e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.247500e+02 5.900000e+01 0.000000e+00 0.000000e+00 
6.008148e-04 0 -6.474376e-02 0.000000e+00 3.138834e-11 1.000000e-11 1.681844e-11 1.221245e-15 5.395508e-02 1.220703e-04 3.947250e+03 2.272500e+02 5.960693e-01 5.960693e-01 4.850000e+01 6.925000e+01 -4.465406e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.247500e+02 5.900000e+01 0.000000e+00 0.000000e+00 
6.508827e-04 0 -6.472540e-02 0.000000e+00 3.133105e-11 1.000000e-11 1.681566e-11 1.221245e-15 5.407715e-02 1.220703e-04 3.943250e+03 2.275000e+02 5.960693e-01 5.960693e-01 4.850000e+01 6.900000e+01 -4.472367e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.900000e+01 0.000000e+00 0.000000e+00 
7.009506e-04 0 -6.470776e-02 0.000000e+00 3.127598e-11 1.000000e-11 1.681288e-11 1.221245e-15 5.419922e-02 1.220703e-04 3.939500e+03 2.277500e+02 5.960693e-01 5.960693e-01 4.875000e+01 6.900000e+01 -4.479062e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.925000e+01 0.000000e+00 0.000000e+00 
7.510185e-04 0 -6.469083e-02 0.000000e+00 3.122302e-11 1.000000e-11 1.681033e-11 1.221245e-15 5.432129e-02 1.220703e-04 3.935500e+03 2.280000e+02 5.960693e-01 5.960693e-01 4.875000e+01 6.900000e+01 -4.485501e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.925000e+01 0.000000e+00 0.000000e+00 
8.010864e-04 0 -6.467438e-02 0.000000e+00 3.117229e-11 1.000000e-11 1.680789e-11 1.221245e-15 5.444336e-02 1.220703e-04 3.931750e+03 2.282500e+02 5.960693e-01 5.960693e-01 4.875000e+01 6.900000e+01 -4.491685e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.925000e+01 0.000000e+00 0.000000e+00 
8.511543e-04 0 -6.465864e-02 0.000000e+00 3.112288e-11 1.000000e-11 1.680545e-11 1.221245e-15 5.456543e-02 1.220703e-04 3.928750e+03 2.287500e+02 5.960693e-01 5.960693e-01 4.900000e+01 6.875000e+01 -4.497680e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.925000e+01 0.000000e+00 0.000000e+00 
9.012222e-04 0 -6.464338e-02 0.000000e+00 3.107570e-11 1.000000e-11 1.680311e-11 1.221245e-15 5.468750e-02 1.220703e-04 3.925250e+03 2.290000e+02 5.959473e-01 5.960693e-01 4.900000e+01 6.875000e+01 -4.503431e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.925000e+01 0.000000e+00 0.000000e+00 
9.512901e-04 0 -6.462860e-02 0.000000e+00 3.102996e-11 1.000000e-11 1.680089e-11 1.221245e-15 5.480957e-02 1.220703e-04 3.922000e+03 2.292500e+02 5.958252e-01 5.959473e-01 4.900000e+01 6.875000e+01 -4.508993e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.950000e+01 0.000000e+00 0.000000e+00 
1.001358e-03 0 -6.461453e-02 0.000000e+00 3.098555e-11 1.000000e-11 1.679878e-11 1.221245e-15 5.493164e-02 1.220703e-04 3.918500e+03 2.292500e+02 5.957031e-01 5.958252e-01 4.925000e+01 6.875000e+01 -4.514389e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.950000e+01 0.000000e+00 0.000000e+00 
1.051426e-03 0 -6.460094e-02 0.000000e+00 3.094336e-11 1.000000e-11 1.679668e-11 1.221245e-15 5.505371e-02 1.220703e-04 3.915500e+03 2.295000e+02 5.955811e-01 5.957031e-01 4.925000e+01 6.875000e+01 -4.519518e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.245000e+02 5.950000e+01 0.000000e+00 0.000000e+00 
1.101494e-03 0 -6.458783e-02 0.000000e+00 3.090261e-11 1.000000e-11 1.679468e-11 1.221245e-15 5.517578e-02 1.220703e-04 3.912500e+03 2.297500e+02 5.954590e-01 5.955811e-01 4.925000e+01 6.850000e+01 -4.524481e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.242500e+02 5.950000e+01 0.000000e+00 0.000000e+00 
1.151562e-03 0 -6.457520e-02 0.000000e+00 3.086331e-11 1.000000e-11 1.679279e-11 1.221245e-15 5.517578e-02 1.220703e-04 3.909750e+03 2.300000e+02 5.953369e-01 5.954590e-01 4.925000e+01 6.850000e+01 -4.529266e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.242500e+02 5.950000e+01 0.000000e+00 0.000000e+00 
1.201630e-03 0 -6.456304e-02 0.000000e+00 3.082534e-11 1.000000e-11 1.679090e-11 1.221245e-15 5.529785e-02 1.220703e-04 3.906750e+03 2.302500e+02 5.952148e-01 5.953369e-01 4.950000e+01 6.850000e+01 -4.533873e-11 1.013634e-13 3.176270e-01 1.013184e-02 1.242500e+02 5.975000e+01 0.000000e+00 0.000000e+00 
1.251698e-03 0 -6.455135e-02 0.000000e+00 3.078893e-11 1.000000e-11 1.678913e-11 1.221245e-15 5.541992e-02 1.220703e-04 3.903750e+03 2.305000e+02 5.950928e-01 5.952148e-01 4.950000e+01 6.850000e+01 -4.538314e-11 1.013634e-13 3.177490e-01 1.013184e-02 1.242500e+02 5.975000e+01 0.000000e+00 0.000000e+00 
1.301765e-03 0 -6.453991e-02 0.000000e+00 3.075384e-11 1.000000e-11 1.678746e-11 1.221245e-15 5.554199e-02 1.220703e-04 3.901250e+03 2.305000e+02 5.949707e-01 5.950928e-01 4.950000e+01 6.850000e+01 -4.542577e-11 1.013634e-13 3.178711e-01 1.025391e-02 1.242500e+02 5.975000e+01 0.000000e+00 0.000000e+00 
1.351833e-03 0 -6.452894e-02 0.000000e+00 3.071954e-11 1.000000e-11 1.678579e-11 1.221245e-15 5.554199e-02 1.220703e-04 3.899000e+03 2.307500e+02 5.948486e-01 5.949707e-01 4.950000e+01 6.850000e+01 -4.546752e-11 1.025846e-13 3.179932e-01 1.025391e-02 1.242500e+02 5.975000e+01 0.000000e+00 0.000000e+00 
1.401901e-03 0 -6.451845e-02 0.000000e+00 3.068656e-11 1.000000e-11 1.678413e-11 1.221245e-15 5.566406e-02 1.220703e-04 3.897000e+03 2.310000e+02 5.947266e-01 5.948486e-01 4.950000e+01 6.825000e+01 -4.605583e-11 1.025846e-13 3.181152e-01 1.025391e-02 1.242500e+02 5.975000e+01 0.000000e+00 0.000000e+00 
1.451969e-03 0 -6.451106e-02 0.000000e+00 3.065515e-11 1.000000e-11 1.678258e-11 1.221245e-15 5.566406e-02 1.220703e-04 3.894500e+03 2.310000e+02 5.946045e-01 5.947266e-01 4.975000e+01 6.825000e+01 -4.609457e-11 1.025846e-13 3.181152e-01 1.025391e-02 1.242500e+02 5.975000e+01 0.000000e+00 0.000000e+00 
1.502037e-03 0 -6.450415e-02 0.000000e+00 3.063294e-11 1.000000e-11 1.678158e-11 1.221245e-15 5.578613e-02 1.220703e-04 3.893000e+03 2.312500e+02 5.944824e-01 5.946045e-01 4.975000e+01 6.825000e+01 -4.612188e-11 1.025846e-13 3.181152e-01 1.025391e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.552105e-03 0 -6.449747e-02 0.000000e+00 3.061218e-11 1.000000e-11 1.678047e-11 1.221245e-15 5.578613e-02 1.220703e-04 3.891500e+03 2.312500e+02 5.943604e-01 5.944824e-01 4.975000e+01 6.825000e+01 -4.614742e-11 1.025846e-13 3.182373e-01 1.025391e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.602173e-03 0 -6.449103e-02 0.000000e+00 3.059220e-11 1.000000e-11 1.677958e-11 1.221245e-15 5.590820e-02 1.220703e-04 3.889750e+03 2.315000e+02 5.942383e-01 5.943604e-01 4.975000e+01 6.825000e+01 -4.617207e-11 1.025846e-13 3.183594e-01 1.025391e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.652241e-03 0 -6.448483e-02 0.000000e+00 3.057288e-11 1.000000e-11 1.677858e-11 1.221245e-15 5.590820e-02 1.220703e-04 3.889250e+03 2.315000e+02 5.941162e-01 5.942383e-01 4.975000e+01 6.825000e+01 -4.619582e-11 1.025846e-13 3.184814e-01 1.025391e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.702309e-03 0 -6.447887e-02 0.000000e+00 3.055434e-11 1.000000e-11 1.677769e-11 1.221245e-15 5.590820e-02 1.220703e-04 3.887750e+03 2.317500e+02 5.939941e-01 5.941162e-01 4.975000e+01 6.825000e+01 -4.621870e-11 1.025846e-13 3.186035e-01 1.025391e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.752377e-03 0 -6.447315e-02 0.000000e+00 3.053646e-11 1.000000e-11 1.677680e-11 1.221245e-15 5.603027e-02 1.220703e-04 3.886250e+03 2.317500e+02 5.938721e-01 5.939941e-01 4.975000e+01 6.825000e+01 -4.624068e-11 1.025846e-13 3.187256e-01 1.025391e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.802444e-03 0 -6.446767e-02 0.000000e+00 3.051925e-11 1.000000e-11 1.677591e-11 1.221245e-15 5.603027e-02 1.220703e-04 3.884750e+03 2.317500e+02 5.937500e-01 5.938721e-01 4.975000e+01 6.825000e+01 -4.626188e-11 1.025846e-13 3.188477e-01 1.025391e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.852512e-03 0 -6.446242e-02 0.000000e+00 3.050282e-11 1.000000e-11 1.677514e-11 1.221245e-15 5.603027e-02 1.220703e-04 3.883750e+03 2.320000e+02 5.936279e-01 5.937500e-01 5.000000e+01 6.825000e+01 -4.628209e-11 1.025846e-13 3.189697e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.902580e-03 0 -6.445718e-02 0.000000e+00 3.048706e-11 1.000000e-11 1.677436e-11 1.221245e-15 5.615234e-02 1.220703e-04 3.882750e+03 2.320000e+02 5.935059e-01 5.936279e-01 5.000000e+01 6.825000e+01 -4.630152e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
1.952648e-03 0 -6.445217e-02 0.000000e+00 3.047129e-11 1.000000e-11 1.677358e-11 1.221245e-15 5.615234e-02 1.220703e-04 3.881250e+03 2.320000e+02 5.933838e-01 5.935059e-01 5.000000e+01 6.825000e+01 -4.687228e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.002716e-03 0 -6.445026e-02 0.000000e+00 3.045630e-11 1.000000e-11 1.677292e-11 1.221245e-15 5.615234e-02 1.220703e-04 3.880250e+03 2.322500e+02 5.932617e-01 5.933838e-01 5.000000e+01 6.800000e+01 -4.689105e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.052784e-03 0 -6.444860e-02 0.000000e+00 3.045053e-11 1.000000e-11 1.677258e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.880000e+03 2.322500e+02 5.931396e-01 5.932617e-01 5.000000e+01 6.800000e+01 -4.689815e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.102852e-03 0 -6.444693e-02 0.000000e+00 3.044553e-11 1.000000e-11 1.677236e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.879500e+03 2.322500e+02 5.930176e-01 5.931396e-01 5.000000e+01 6.800000e+01 -4.690437e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.152920e-03 0 -6.444526e-02 0.000000e+00 3.044054e-11 1.000000e-11 1.677214e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.879500e+03 2.322500e+02 5.928955e-01 5.930176e-01 5.000000e+01 6.800000e+01 -4.691059e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.202988e-03 0 -6.444359e-02 0.000000e+00 3.043554e-11 1.000000e-11 1.677192e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.879000e+03 2.322500e+02 5.927734e-01 5.928955e-01 5.000000e+01 6.800000e+01 -4.691680e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.253056e-03 0 -6.444216e-02 0.000000e+00 3.043055e-11 1.000000e-11 1.677158e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.878500e+03 2.322500e+02 5.926514e-01 5.927734e-01 5.000000e+01 6.800000e+01 -4.692313e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.303123e-03 0 -6.444073e-02 0.000000e+00 3.042622e-11 1.000000e-11 1.677147e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.878000e+03 2.322500e+02 5.925293e-01 5.926514e-01 5.000000e+01 6.800000e+01 -4.692846e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.353191e-03 0 -6.443930e-02 0.000000e+00 3.042200e-11 1.000000e-11 1.677125e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.878000e+03 2.322500e+02 5.924072e-01 5.925293e-01 5.000000e+01 6.800000e+01 -4.693379e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.403259e-03 0 -6.443787e-02 0.000000e+00 3.041767e-11 1.000000e-11 1.677103e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.877500e+03 2.322500e+02 5.922852e-01 5.924072e-01 5.000000e+01 6.800000e+01 -4.693912e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
2.453327e-03 0 -6.443667e-02 0.000000e+00 3.041334e-11 1.000000e-11 1.677081e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.877000e+03 2.325000e+02 5.921631e-01 5.922852e-01 5.000000e+01 6.800000e+01 -4.694445e-11 1.038059e-13 3.190918e-01 1.037598e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.503395e-03 0 -6.443548e-02 0.000000e+00 3.040979e-11 1.000000e-11 1.677058e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.877000e+03 2.325000e+02 5.920410e-01 5.921631e-01 5.000000e+01 6.800000e+01 -4.694889e-11 1.038059e-13 3.192139e-01 1.037598e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.553463e-03 0 -6.443429e-02 0.000000e+00 3.040623e-11 1.000000e-11 1.677047e-11 1.221245e-15 5.627441e-02 1.220703e-04 3.876500e+03 2.325000e+02 5.919189e-01 5.920410e-01 5.000000e+01 6.800000e+01 -4.695333e-11 1.038059e-13 3.193359e-01 1.037598e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.603531e-03 0 -6.443310e-02 0.000000e+00 3.040268e-11 1.000000e-11 1.677025e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.876500e+03 2.325000e+02 5.917969e-01 5.919189e-01 5.000000e+01 6.800000e+01 -4.695788e-11 1.038059e-13 3.194580e-01 1.037598e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.653599e-03 0 -6.443191e-02 0.000000e+00 3.039913e-11 1.000000e-11 1.677014e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.876000e+03 2.325000e+02 5.916748e-01 5.917969e-01 5.000000e+01 6.800000e+01 -4.696232e-11 1.038059e-13 3.195801e-01 1.037598e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.703667e-03 0 -6.443095e-02 0.000000e+00 3.039546e-11 1.000000e-11 1.676992e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.876000e+03 2.325000e+02 5.915527e-01 5.916748e-01 5.000000e+01 6.800000e+01 -4.696676e-11 1.038059e-13 3.197021e-01 1.037598e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.753735e-03 0 -6.443000e-02 0.000000e+00 3.039269e-11 1.000000e-11 1.676981e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.875500e+03 2.325000e+02 5.914307e-01 5.915527e-01 5.000000e+01 6.800000e+01 -4.697032e-11 1.038059e-13 3.198242e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.803802e-03 0 -6.442904e-02 0.000000e+00 3.038980e-11 1.000000e-11 1.676970e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.875500e+03 2.325000e+02 5.913086e-01 5.914307e-01 5.000000e+01 6.800000e+01 -4.697387e-11 1.050271e-13 3.199463e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.853870e-03 0 -6.442809e-02 0.000000e+00 3.038692e-11 1.000000e-11 1.676947e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.875000e+03 2.325000e+02 5.911865e-01 5.913086e-01 5.000000e+01 6.800000e+01 -4.753009e-11 1.050271e-13 3.200684e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.903938e-03 0 -6.443000e-02 0.000000e+00 3.038403e-11 1.000000e-11 1.676936e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.875000e+03 2.325000e+02 5.910645e-01 5.911865e-01 5.000000e+01 6.800000e+01 -4.753375e-11 1.050271e-13 3.201904e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
2.954006e-03 0 -6.443191e-02 0.000000e+00 3.038980e-11 1.000000e-11 1.676970e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.875500e+03 2.325000e+02 5.909424e-01 5.910645e-01 5.000000e+01 6.800000e+01 -4.752654e-11 1.050271e-13 3.203125e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
3.004074e-03 0 -6.443381e-02 0.000000e+00 3.039546e-11 1.000000e-11 1.676992e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.876000e+03 2.325000e+02 5.908203e-01 5.909424e-01 5.000000e+01 6.800000e+01 -4.751932e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
3.054142e-03 0 -6.443572e-02 0.000000e+00 3.040124e-11 1.000000e-11 1.677025e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.876500e+03 2.325000e+02 5.906982e-01 5.908203e-01 5.000000e+01 6.800000e+01 -4.751211e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
3.104210e-03 0 -6.443739e-02 0.000000e+00 3.040690e-11 1.000000e-11 1.677047e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.876500e+03 2.325000e+02 5.905762e-01 5.906982e-01 5.000000e+01 6.800000e+01 -4.750489e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
3.154278e-03 0 -6.443906e-02 0.000000e+00 3.041201e-11 1.000000e-11 1.677070e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.877000e+03 2.325000e+02 5.904541e-01 5.905762e-01 5.000000e+01 6.800000e+01 -4.749856e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.240000e+02 6.025000e+01 0.000000e+00 0.000000e+00 
3.204346e-03 0 -6.444073e-02 0.000000e+00 3.041700e-11 1.000000e-11 1.677092e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.877500e+03 2.322500e+02 5.903320e-01 5.904541e-01 5.000000e+01 6.800000e+01 -4.749223e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
3.254414e-03 0 -6.444240e-02 0.000000e+00 3.042200e-11 1.000000e-11 1.677125e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.878000e+03 2.322500e+02 5.902100e-01 5.903320e-01 5.000000e+01 6.800000e+01 -4.748590e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
3.304482e-03 0 -6.444383e-02 0.000000e+00 3.042699e-11 1.000000e-11 1.677147e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.878000e+03 2.322500e+02 5.900879e-01 5.902100e-01 5.000000e+01 6.800000e+01 -4.747958e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
3.354549e-03 0 -6.444526e-02 0.000000e+00 3.043132e-11 1.000000e-11 1.677170e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.878500e+03 2.322500e+02 5.899658e-01 5.900879e-01 5.000000e+01 6.800000e+01 -4.747425e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
3.404617e-03 0 -6.444669e-02 0.000000e+00 3.043554e-11 1.000000e-11 1.677192e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.879000e+03 2.322500e+02 5.898438e-01 5.899658e-01 5.000000e+01 6.800000e+01 -4.746881e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
3.454685e-03 0 -6.444812e-02 0.000000e+00 3.043987e-11 1.000000e-11 1.677214e-11 1.221245e-15 5.639648e-02 1.220703e-04 3.879000e+03 2.322500e+02 5.897217e-01 5.898438e-01 5.000000e+01 6.800000e+01 -4.746337e-11 1.050271e-13 3.204346e-01 1.049805e-02 1.242500e+02 6.000000e+01 0.000000e+00 0.000000e+00 
