LEMS_SimulationTime ISIM_SimulationTime ERROR_SimulationTime LEMS_neuron_model_spike ISIM_neuron_model_spike ERROR_neuron_model_spike LEMS_neuron_model_stateCURRENT_voltage_v ISIM_neuron_model_stateCURRENT_voltage_v ERROR_neuron_model_stateCURRENT_voltage_v LEMS_neuron_model_stateCURRENT_time_lastSpikeTime ISIM_neuron_model_stateCURRENT_time_lastSpikeTime ERROR_neuron_model_stateCURRENT_time_lastSpikeTime LEMS_neuron_model_stateCURRENT_conductance_SynapseModel_g ISIM_neuron_model_stateCURRENT_conductance_SynapseModel_g ERROR_neuron_model_stateCURRENT_conductance_SynapseModel_g LEMS_neuron_model_stateCURRENT_current_SynapseModel_i ISIM_neuron_model_stateCURRENT_current_SynapseModel_i ERROR_neuron_model_stateCURRENT_current_SynapseModel_i  
0.0994 0.09953499 1.8222197E-8 0.0 0.0 0.0 -0.06151835 -0.06154609 7.696317E-10 0.0 0.0 0.0 1.5356496E-17 3.219647E-15 1.0267478E-29 9.606685E-19 2.220446E-16 4.8878107E-32 
0.09945 0.09958506 1.8240305E-8 0.0 0.0 0.0 -0.06152153 -0.06154919 7.650911E-10 0.0 0.0 0.0 1.5100554E-17 3.219647E-15 1.0269119E-29 9.447063E-19 2.220446E-16 4.8885166E-32 
0.0995 0.09963512 1.825641E-8 0.0 0.0 0.0 -0.061524708 -0.06155229 7.6076945E-10 0.0 0.0 0.0 1.4848878E-17 3.219647E-15 1.0270731E-29 9.290092E-19 2.220446E-16 4.8892107E-32 
0.09955 0.09968519 1.8276548E-8 0.0 0.0 0.0 -0.06152789 -0.06155539 7.562551E-10 0.0 0.0 0.0 1.4601397E-17 3.219647E-15 1.02723175E-29 9.135729E-19 2.220446E-16 4.889893E-32 
0.0996 0.09973526 1.8294683E-8 0.0 0.0 0.0 -0.061531063 -0.06155849 7.5216283E-10 0.0 0.0 0.0 1.435804E-17 3.219647E-15 1.0273877E-29 8.983931E-19 2.220446E-16 4.8905646E-32 
0.09965 0.09978533 1.8312827E-8 0.0 0.0 0.0 -0.06153424 -0.06156158 7.474704E-10 0.0 0.0 0.0 1.411874E-17 3.219647E-15 1.0275411E-29 8.834655E-19 2.220446E-16 4.891225E-32 
0.0997 0.0998354 1.8335015E-8 0.0 0.0 0.0 -0.061537415 -0.06156468 7.43402E-10 0.0 0.0 0.0 1.3883428E-17 3.219647E-15 1.02769194E-29 8.687859E-19 2.220446E-16 4.891874E-32 
0.09975 0.09988546 1.835116E-8 0.0 0.0 0.0 -0.06154059 -0.06156778 7.393447E-10 0.0 0.0 0.0 1.3652037E-17 3.219647E-15 1.0278404E-29 8.5435024E-19 2.220446E-16 4.8925127E-32 
0.0998 0.09993553 1.8369333E-8 0.0 0.0 0.0 -0.061543763 -0.06157088 7.352985E-10 0.0 0.0 0.0 1.34245036E-17 3.219647E-15 1.0279863E-29 8.401544E-19 2.220446E-16 4.893141E-32 
0.09985 0.0999856 1.8387514E-8 0.0 0.0 0.0 -0.061546933 -0.06157398 7.314649E-10 0.0 0.0 0.0 1.3200761E-17 3.219647E-15 1.0281297E-29 8.261944E-19 2.220446E-16 4.8937587E-32 
0.0999 0.1000357 1.8413791E-8 0.0 0.0 0.0 -0.061550103 -0.06157708 7.278423E-10 0.0 0.0 0.0 1.29807485E-17 3.219647E-15 1.02827085E-29 8.1246636E-19 2.220446E-16 4.8943662E-32 
0.09995 0.1000857 1.8413791E-8 0.0 0.0 0.0 -0.06155327 -0.06158018 7.242287E-10 0.0 0.0 0.0 1.2764403E-17 2.500032E-10 6.2501606E-20 7.989664E-19 2.220446E-16 4.8949633E-32 
0.1 0.1001358 1.844211E-8 0.0 0.0 0.0 -0.06155644 -0.06158328 7.2042405E-10 0.0 0.0 0.0 1.2551663E-17 2.458309E-10 6.043284E-20 7.8569073E-19 1.539524E-11 2.3701342E-22 
0.10005 0.1001859 1.8468427E-8 0.0 0.0 0.0 -0.061559603 -0.06139445 2.7275611E-8 0.0 0.0 0.0 2.4583335E-10 2.417282E-10 1.6852344E-23 1.538911E-11 1.513911E-11 6.2499835E-26 
0.1001 0.1002359 1.8468427E-8 0.0 0.0 0.0 -0.061370406 -0.06120896 2.6065015E-8 0.0 0.0 0.0 2.4173613E-10 2.37694E-10 1.6338797E-23 1.5133403E-11 1.48408E-11 8.561637E-26 
0.10015 0.100286 1.8496788E-8 0.0 0.0 0.0 -0.061184473 -0.06102705 2.4782102E-8 0.0 0.0 0.0 2.377072E-10 2.33727E-10 1.5841812E-23 1.4835444E-11 1.454903E-11 8.2032555E-26 
0.1002 0.1003361 1.8523144E-8 0.0 0.0 0.0 -0.061002336 -0.06084895 2.352699E-8 0.0 0.0 0.0 2.337454E-10 2.298264E-10 1.53587E-23 1.4543989E-11 1.42637E-11 7.8562306E-26 
0.10025 0.1003861 1.8523144E-8 0.0 0.0 0.0 -0.06082391 -0.06067443 2.2344569E-8 0.0 0.0 0.0 2.2984964E-10 2.259908E-10 1.4890676E-23 1.4259016E-11 1.39847E-11 7.5249355E-26 
0.1003 0.1004362 1.8551548E-8 0.0 0.0 0.0 -0.060649116 -0.06050348 2.120999E-8 0.0 0.0 0.0 2.2601881E-10 2.222192E-10 1.4437062E-23 1.3980354E-11 1.371181E-11 7.211581E-26 
0.10035 0.1004863 1.8577941E-8 0.0 0.0 0.0 -0.060477868 -0.06033611 2.0095465E-8 0.0 0.0 0.0 2.2225184E-10 2.185107E-10 1.3996175E-23 1.3707841E-11 1.344502E-11 6.9074886E-26 
0.1004 0.1005363 1.8577941E-8 0.0 0.0 0.0 -0.060310088 -0.06017208 1.9045961E-8 0.0 0.0 0.0 2.1854764E-10 2.148639E-10 1.3569895E-23 1.3441317E-11 1.318412E-11 6.615032E-26 
0.10045 0.1005864 1.8604354E-8 0.0 0.0 0.0 -0.060145706 -0.06001139 1.804061E-8 0.0 0.0 0.0 2.1490518E-10 2.11278E-10 1.3156449E-23 1.3180628E-11 1.292877E-11 6.343223E-26 
0.1005 0.1006365 1.8630786E-8 0.0 0.0 0.0 -0.059984643 -0.05985379 1.7122913E-8 0.0 0.0 0.0 2.1132343E-10 2.077519E-10 1.27558406E-23 1.2925624E-11 1.267908E-11 6.0783995E-26 
0.10055 0.1006866 1.8659271E-8 0.0 0.0 0.0 -0.05982683 -0.05969954 1.6202602E-8 0.0 0.0 0.0 2.0780137E-10 2.042847E-10 1.236699E-23 1.26761605E-11 1.243472E-11 5.8293536E-26 
0.1006 0.1007366 1.8661307E-8 0.0 0.0 0.0 -0.05967219 -0.05954838 1.5328922E-8 0.0 0.0 0.0 2.0433802E-10 2.008754E-10 1.1989731E-23 1.2432097E-11 1.219569E-11 5.5888385E-26 
0.10065 0.1007867 1.8687778E-8 0.0 0.0 0.0 -0.059520666 -0.05940008 1.4540483E-8 0.0 0.0 0.0 2.0093238E-10 1.97523E-10 1.16238986E-23 1.2193298E-11 1.196176E-11 5.360979E-26 
0.1007 0.1008368 1.8714271E-8 0.0 0.0 0.0 -0.05937218 -0.05925488 1.3758871E-8 0.0 0.0 0.0 1.975835E-10 1.942265E-10 1.126951E-23 1.1959629E-11 1.173284E-11 5.143289E-26 
0.10075 0.1008868 1.8714271E-8 0.0 0.0 0.0 -0.05922667 -0.05911255 1.3023499E-8 0.0 0.0 0.0 1.9429044E-10 1.909851E-10 1.09252865E-23 1.1730963E-11 1.15089E-11 4.931228E-26 
0.1008 0.1009369 1.874078E-8 0.0 0.0 0.0 -0.059084073 -0.05897307 1.2321549E-8 0.0 0.0 0.0 1.9105227E-10 1.877978E-10 1.059155E-23 1.1507175E-11 1.128964E-11 4.732156E-26 
0.10085 0.100987 1.8769349E-8 0.0 0.0 0.0 -0.058944326 -0.05883646 1.1635026E-8 0.0 0.0 0.0 1.8786807E-10 1.846636E-10 1.0268593E-23 1.1288146E-11 1.107503E-11 4.5418423E-26 
0.1009 0.101037 1.8769349E-8 0.0 0.0 0.0 -0.05880737 -0.05870247 1.1004104E-8 0.0 0.0 0.0 1.8473693E-10 1.815817E-10 9.955539E-24 1.10737565E-11 1.086498E-11 4.3587656E-26 
0.10095 0.1010871 1.8795898E-8 0.0 0.0 0.0 -0.058673143 -0.0585711 1.0412805E-8 0.0 0.0 0.0 1.8165798E-10 1.785513E-10 9.65147E-24 1.0863893E-11 1.065925E-11 4.1878644E-26 
0.101 0.1011372 1.8822465E-8 0.0 0.0 0.0 -0.058541592 -0.05844235 9.848922E-9 0.0 0.0 0.0 1.7863035E-10 1.755714E-10 9.3571265E-24 1.06584455E-11 1.045797E-11 4.0190248E-26 
0.10105 0.1011872 1.882451E-8 0.0 0.0 0.0 -0.05841266 -0.05831623 9.298579E-9 0.0 0.0 0.0 1.7565319E-10 1.726413E-10 9.071436E-24 1.0457305E-11 1.026079E-11 3.861836E-26 
0.1011 0.1012373 1.8851097E-8 0.0 0.0 0.0 -0.058286287 -0.05819273 8.7529015E-9 0.0 0.0 0.0 1.7272563E-10 1.697601E-10 8.794372E-24 1.0260369E-11 1.006784E-11 3.7067474E-26 
0.10115 0.1012874 1.8879751E-8 0.0 0.0 0.0 -0.058162425 -0.05807161 8.247388E-9 0.0 0.0 0.0 1.6984687E-10 1.669269E-10 8.526224E-24 1.0067535E-11 9.878764E-12 3.563477E-26 
0.1012 0.1013374 1.8879751E-8 0.0 0.0 0.0 -0.05804102 -0.05795288 7.768724E-9 0.0 0.0 0.0 1.6701608E-10 1.64141E-10 8.266057E-24 9.8787055E-12 9.69369E-12 3.4230622E-26 
0.10125 0.1013875 1.8906379E-8 0.0 0.0 0.0 -0.05792202 -0.05783653 7.3088287E-9 0.0 0.0 0.0 1.6423249E-10 1.614017E-10 8.0133784E-24 9.693784E-12 9.512391E-12 3.2903456E-26 
0.1013 0.1014376 1.8933022E-8 0.0 0.0 0.0 -0.057805378 -0.05772233 6.8969532E-9 0.0 0.0 0.0 1.6149528E-10 1.58708E-10 7.7688765E-24 9.512678E-12 9.334866E-12 3.161702E-26 
0.10135 0.1014876 1.8933022E-8 0.0 0.0 0.0 -0.057691045 -0.05761051 6.4856165E-9 0.0 0.0 0.0 1.5880369E-10 1.560594E-10 7.531133E-24 9.3352956E-12 9.161005E-12 3.0377098E-26 
0.1014 0.1015377 1.8959687E-8 0.0 0.0 0.0 -0.05757897 -0.05750084 6.104377E-9 0.0 0.0 0.0 1.5615696E-10 1.534549E-10 7.3011325E-24 9.161551E-12 8.990697E-12 2.9191015E-26 
0.10145 0.1015878 1.8988423E-8 0.0 0.0 0.0 -0.057469107 -0.05739331 5.74541E-9 0.0 0.0 0.0 1.5355435E-10 1.508939E-10 7.078022E-24 8.991356E-12 8.823831E-12 2.8064574E-26 
0.1015 0.1016378 1.8990477E-8 0.0 0.0 0.0 -0.057361413 -0.05728793 5.399509E-9 0.0 0.0 0.0 1.509951E-10 1.483755E-10 6.862299E-24 8.824631E-12 8.660295E-12 2.7006462E-26 
0.10155 0.1016879 1.901718E-8 0.0 0.0 0.0 -0.057255846 -0.0571847 5.0616955E-9 0.0 0.0 0.0 1.4847852E-10 1.458993E-10 6.652348E-24 8.661293E-12 8.50009E-12 2.5986295E-26 
0.1016 0.101738 1.9043904E-8 0.0 0.0 0.0 -0.057152357 -0.05708337 4.759434E-9 0.0 0.0 0.0 1.4600388E-10 1.434644E-10 6.4489714E-24 8.501263E-12 8.343215E-12 2.4979187E-26 
0.10165 0.101788 1.9043904E-8 0.0 0.0 0.0 -0.05705091 -0.05698419 4.4515516E-9 0.0 0.0 0.0 1.4357047E-10 1.4107E-10 6.2523605E-24 8.344466E-12 8.189449E-12 2.4030155E-26 
0.1017 0.1018381 1.9070647E-8 0.0 0.0 0.0 -0.05695146 -0.05688691 4.166458E-9 0.0 0.0 0.0 1.4117764E-10 1.387157E-10 6.061116E-24 8.1908265E-12 8.038792E-12 2.311453E-26 
0.10175 0.1018882 1.9099467E-8 0.0 0.0 0.0 -0.05685397 -0.05679154 3.897307E-9 0.0 0.0 0.0 1.3882467E-10 1.364007E-10 5.875668E-24 8.0402724E-12 7.891132E-12 2.2242815E-26 
0.1018 0.1019382 1.9099467E-8 0.0 0.0 0.0 -0.056758396 -0.05669808 3.638041E-9 0.0 0.0 0.0 1.3651093E-10 1.341243E-10 5.696015E-24 7.892734E-12 7.746359E-12 2.142567E-26 
0.10185 0.1019883 1.9126247E-8 0.0 0.0 0.0 -0.0566647 -0.05660653 3.3837964E-9 0.0 0.0 0.0 1.3423575E-10 1.318858E-10 5.522282E-24 7.7481415E-12 7.604584E-12 2.0608873E-26 
0.1019 0.1020384 1.915511E-8 0.0 0.0 0.0 -0.05657285 -0.05651665 3.1584095E-9 0.0 0.0 0.0 1.319985E-10 1.296848E-10 5.3531655E-24 7.6064285E-12 7.465584E-12 1.9837259E-26 
0.10195 0.1020885 1.9183993E-8 0.0 0.0 0.0 -0.056482803 -0.05642867 2.9302945E-9 0.0 0.0 0.0 1.2979852E-10 1.275205E-10 5.189398E-24 7.467531E-12 7.329359E-12 1.9091389E-26 
0.102 0.1021385 1.9181929E-8 0.0 0.0 0.0 -0.05639453 -0.05634236 2.721601E-9 0.0 0.0 0.0 1.2763521E-10 1.253924E-10 5.030166E-24 7.331384E-12 7.1958E-12 1.8382972E-26 
0.10205 0.1021886 1.9210834E-8 0.0 0.0 0.0 -0.05630799 -0.05625772 2.526979E-9 0.0 0.0 0.0 1.2550795E-10 1.232997E-10 4.876357E-24 7.197927E-12 7.064904E-12 1.7695216E-26 
0.1021 0.1022387 1.9237692E-8 0.0 0.0 0.0 -0.05622315 -0.05617476 2.3417392E-9 0.0 0.0 0.0 1.2341615E-10 1.212419E-10 4.7273496E-24 7.0671004E-12 6.936562E-12 1.7040268E-26 
0.10215 0.1022887 1.9237692E-8 0.0 0.0 0.0 -0.056139976 -0.05609345 2.1645896E-9 0.0 0.0 0.0 1.2135921E-10 1.192185E-10 4.582674E-24 6.938845E-12 6.810774E-12 1.6402111E-26 
0.1022 0.1023388 1.926457E-8 0.0 0.0 0.0 -0.05605844 -0.05601382 1.9910806E-9 0.0 0.0 0.0 1.1933657E-10 1.172289E-10 4.4422947E-24 6.8131035E-12 6.687428E-12 1.5794334E-26 
0.10225 0.1023889 1.9293536E-8 0.0 0.0 0.0 -0.055978503 -0.05593562 1.8388502E-9 0.0 0.0 0.0 1.1734762E-10 1.152725E-10 4.306114E-24 6.6898214E-12 6.566414E-12 1.5229377E-26 
0.1023 0.1024389 1.9291466E-8 0.0 0.0 0.0 -0.055900138 -0.05585909 1.6850182E-9 0.0 0.0 0.0 1.1539183E-10 1.133487E-10 4.1743786E-24 6.568944E-12 6.447842E-12 1.4665778E-26 
0.10235 0.102489 1.9322524E-8 0.0 0.0 0.0 -0.055823315 -0.05578399 1.5463899E-9 0.0 0.0 0.0 1.1346863E-10 1.11457E-10 4.046643E-24 6.450419E-12 6.331602E-12 1.4117547E-26 
0.1024 0.1025391 1.934946E-8 0.0 0.0 0.0 -0.055748 -0.05571032 1.4198812E-9 0.0 0.0 0.0 1.1157748E-10 1.095969E-10 3.9227067E-24 6.334195E-12 6.217471E-12 1.362447E-26 
0.10245 0.1025891 1.934946E-8 0.0 0.0 0.0 -0.05567417 -0.05563807 1.3030701E-9 0.0 0.0 0.0 1.0971786E-10 1.077678E-10 3.802727E-24 6.220222E-12 6.105672E-12 1.312167E-26 
0.1025 0.1026392 1.9376417E-8 0.0 0.0 0.0 -0.055601787 -0.05556726 1.192044E-9 0.0 0.0 0.0 1.0788923E-10 1.059692E-10 3.686529E-24 6.1084506E-12 5.995981E-12 1.2649388E-26 
0.10255 0.1026893 1.9405467E-8 0.0 0.0 0.0 -0.05553083 -0.05549788 1.0857152E-9 0.0 0.0 0.0 1.0609107E-10 1.042008E-10 3.573131E-24 5.998834E-12 5.888401E-12 1.2195432E-26 
0.1026 0.1027393 1.9403391E-8 0.0 0.0 0.0 -0.055461273 -0.05542994 9.81783E-10 0.0 0.0 0.0 1.0432289E-10 1.024617E-10 3.4640346E-24 5.8913256E-12 5.78293E-12 1.1749584E-26 
0.10265 0.1027894 1.9432461E-8 0.0 0.0 0.0 -0.05539308 -0.05536318 8.941837E-10 0.0 0.0 0.0 1.0258418E-10 1.007517E-10 3.3579777E-24 5.78588E-12 5.679457E-12 1.132588E-26 
0.1027 0.1028395 1.9459474E-8 0.0 0.0 0.0 -0.055326235 -0.05529785 8.055939E-10 0.0 0.0 0.0 1.0087444E-10 9.907031E-11 3.2548967E-24 5.6824536E-12 5.577983E-12 1.0914124E-26 
0.10275 0.1028895 1.9459474E-8 0.0 0.0 0.0 -0.055260707 -0.05523372 7.2824435E-10 0.0 0.0 0.0 9.91932E-11 9.741696E-11 3.1550245E-24 5.581003E-12 5.478396E-12 1.0528229E-26 
0.1028 0.1029396 1.9488587E-8 0.0 0.0 0.0 -0.05519647 -0.05517101 6.483317E-10 0.0 0.0 0.0 9.753998E-11 9.579115E-11 3.0584072E-24 5.4814864E-12 5.380696E-12 1.0158719E-26 
0.10285 0.1029897 1.951772E-8 0.0 0.0 0.0 -0.055133507 -0.0551095 5.76277E-10 0.0 0.0 0.0 9.591431E-11 9.419254E-11 2.964487E-24 5.3838626E-12 5.284884E-12 9.7967534E-27 
0.1029 0.1030397 1.9515639E-8 0.0 0.0 0.0 -0.055071782 -0.05504918 5.108204E-10 0.0 0.0 0.0 9.431574E-11 9.262058E-11 2.8735838E-24 5.2880924E-12 5.190959E-12 9.434866E-27 
0.10295 0.1030898 1.9544792E-8 1.0 0.0 1.0 -0.05501128 -0.05499005 4.5073112E-10 0.10295 0.0 0.010598702 9.274381E-11 9.107481E-11 2.7855785E-24 5.194136E-12 5.098699E-12 9.108243E-27 
0.103 0.1031399 1.9571885E-8 0.0 1.0 1.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 9.1198084E-11 8.955481E-11 2.7003553E-24 5.1019558E-12 5.008216E-12 8.7871286E-27 
0.10305 0.1031899 1.9571885E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 8.967811E-11 8.806023E-11 2.617534E-24 6.3838657E-12 6.268874E-12 1.322311E-26 
0.1031 0.10324 1.9598994E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 8.818348E-11 8.659062E-11 2.537218E-24 6.277468E-12 6.16418E-12 1.2834235E-26 
0.10315 0.1032901 1.962821E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 8.6713754E-11 8.514556E-11 2.4592417E-24 6.1728435E-12 6.061374E-12 1.2425434E-26 
0.1032 0.1033401 1.9626123E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 8.526853E-11 8.372458E-11 2.3837679E-24 6.0699627E-12 5.960232E-12 1.20408485E-26 
0.10325 0.1033902 1.9657449E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 8.384738E-11 8.232726E-11 2.3107568E-24 5.9687966E-12 5.860756E-12 1.16728025E-26 
0.1033 0.1034403 1.9684618E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 8.244993E-11 8.095324E-11 2.240086E-24 5.8693168E-12 5.762946E-12 1.1314714E-26 
0.10335 0.1034904 1.9711806E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 8.1075764E-11 7.960221E-11 2.1713714E-24 5.771495E-12 5.666689E-12 1.0984281E-26 
0.1034 0.1035404 1.9711806E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.97245E-11 7.827372E-11 2.1047539E-24 5.675303E-12 5.572098E-12 1.0651314E-26 
0.10345 0.1035905 1.9741107E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.8395755E-11 7.696743E-11 2.040106E-24 5.5807147E-12 5.479173E-12 1.0310698E-26 
0.1035 0.1036406 1.9768335E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.708916E-11 7.56829E-11 1.9775784E-24 5.487703E-12 5.38769E-12 1.0002663E-26 
0.10355 0.1036906 1.9768335E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.580434E-11 7.44198E-11 1.9169655E-24 5.396241E-12 5.297762E-12 9.698189E-27 
0.1036 0.1037407 1.9795579E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.4540936E-11 7.31778E-11 1.8581473E-24 5.306304E-12 5.209388E-12 9.392704E-27 
0.10365 0.1037908 1.9822844E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.329859E-11 7.195655E-11 1.8010649E-24 5.2178656E-12 5.122458E-12 9.102614E-27 
0.1037 0.1038408 1.9824942E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.207694E-11 7.075562E-11 1.7458997E-24 5.130901E-12 5.036971E-12 8.8228584E-27 
0.10375 0.1038909 1.9854326E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 7.087566E-11 6.957479E-11 1.6922605E-24 5.045386E-12 4.952927E-12 8.5486715E-27 
0.1038 0.103941 1.988163E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.96944E-11 6.841361E-11 1.6404357E-24 4.961296E-12 4.870215E-12 8.295789E-27 
0.10385 0.103991 1.988163E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.8532825E-11 6.727185E-11 1.5900641E-24 4.878608E-12 4.788947E-12 8.0390804E-27 
0.1039 0.1040411 1.9908954E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.7390614E-11 6.61492E-11 1.5411154E-24 4.797298E-12 4.709011E-12 7.7945975E-27 
0.10395 0.1040912 1.9936298E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.6267436E-11 6.504519E-11 1.4938817E-24 4.717343E-12 4.630407E-12 7.5578106E-27 
0.104 0.1041412 1.9936298E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.516298E-11 6.395962E-11 1.4480677E-24 4.6387204E-12 4.553136E-12 7.324675E-27 
0.10405 0.1041913 1.9965764E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.407693E-11 6.289214E-11 1.40372355E-24 4.5614085E-12 4.477196E-12 7.0917594E-27 
0.1041 0.1042414 1.9995252E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.300898E-11 6.184253E-11 1.360603E-24 4.485385E-12 4.402478E-12 6.873605E-27 
0.10415 0.1042914 1.9995252E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.1958834E-11 6.081047E-11 1.3187448E-24 4.4106285E-12 4.328982E-12 6.6661504E-27 
0.1042 0.1043415 2.0022654E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 6.092618E-11 5.979561E-11 1.2781837E-24 4.3371183E-12 4.256706E-12 6.466128E-27 
0.10425 0.1043916 2.0050074E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.991075E-11 5.879763E-11 1.2390284E-24 4.264833E-12 4.185652E-12 6.269634E-27 
0.1043 0.1044416 2.0050074E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.8912236E-11 5.781631E-11 1.2010526E-24 4.193752E-12 4.115819E-12 6.0736023E-27 
0.10435 0.1044917 2.0079625E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.7930365E-11 5.685141E-11 1.1641469E-24 4.1238566E-12 4.047096E-12 5.892197E-27 
0.1044 0.1045418 2.0107084E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.696486E-11 5.590262E-11 1.1283551E-24 4.0551256E-12 3.979594E-12 5.7050217E-27 
0.10445 0.1045918 2.0107084E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.6015442E-11 5.49697E-11 1.0935791E-24 3.98754E-12 3.913203E-12 5.5259606E-27 
0.1045 0.1046419 2.0134562E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.5081852E-11 5.405232E-11 1.0599333E-24 3.921081E-12 3.847922E-12 5.3522286E-27 
0.10455 0.104692 2.0164174E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.4163823E-11 5.315026E-11 1.0273125E-24 3.8557295E-12 3.78364E-12 5.1968916E-27 
0.1046 0.1047421 2.019381E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.3261093E-11 5.226319E-11 9.958107E-25 3.7914676E-12 3.720468E-12 5.0409475E-27 
0.10465 0.1047921 2.019381E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.2373408E-11 5.1391E-11 9.651266E-25 3.7282764E-12 3.658407E-12 4.881741E-27 
0.1047 0.1048422 2.0221346E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.1500516E-11 5.053336E-11 9.353925E-25 3.6661386E-12 3.597345E-12 4.732545E-27 
0.10475 0.1048923 2.0248903E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 5.0642174E-11 4.969003E-11 9.065794E-25 3.6050362E-12 3.537282E-12 4.590629E-27 
0.1048 0.1049423 2.0248903E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 4.9798138E-11 4.88608E-11 8.786006E-25 3.5449523E-12 3.478329E-12 4.4386715E-27 
0.10485 0.1049924 2.0276477E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 4.896817E-11 4.804535E-11 8.515983E-25 3.4858698E-12 3.420264E-12 4.304111E-27 
0.1049 0.1050425 2.0306194E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 4.8152034E-11 4.724354E-11 8.2536406E-25 3.427772E-12 3.363199E-12 4.169661E-27 
0.10495 0.1050925 2.0306194E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 4.73495E-11 4.645506E-11 8.0002427E-25 3.3706423E-12 3.307021E-12 4.0476572E-27 
0.105 0.1051426 2.0335932E-8 0.0 0.0 0.0 -0.07 -0.06999993 4.4964032E-15 0.10295 0.1030884 1.915511E-8 4.6560342E-11 4.567979E-11 7.753728E-25 3.314465E-12 3.251843E-12 3.921515E-27 
